date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:19:07	3142/3142	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/static/css/datepicker.css	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/css/datepicker.css	(from http://44.203.154.21:8000/)
00:19:08	16775/16775	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/static/css/animate.min.css	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/css/animate.min.css	(from http://44.203.154.21:8000/)
00:19:08	6951/6951	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/static/css/magnific-popup.css	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/css/magnific-popup.css	(from http://44.203.154.21:8000/)
00:19:09	20468/20468	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/static/css/normalize.css	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/css/normalize.css	(from http://44.203.154.21:8000/)
00:19:10	129214/129214	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/static/css/style.css	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/css/style.css	(from http://44.203.154.21:8000/)
00:19:10	21979/21979	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/static/css/responsive.css	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/css/responsive.css	(from http://44.203.154.21:8000/)
00:19:12	40621/40621	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:11%20GMT	http://44.203.154.21:8000/home/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/home/index.html	(from http://44.203.154.21:8000/)
00:19:12	19107/19107	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:12%20GMT	http://44.203.154.21:8000/whoweare/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/whoweare/index.html	(from http://44.203.154.21:8000/)
00:19:14	14982/14982	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:13%20GMT	http://44.203.154.21:8000/whatwedo/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/whatwedo/index.html	(from http://44.203.154.21:8000/)
00:19:14	15367/15367	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:13%20GMT	http://44.203.154.21:8000/whypsn/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/whypsn/index.html	(from http://44.203.154.21:8000/)
00:19:15	29509/29509	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:59%20GMT	http://44.203.154.21:8000/static/img/logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/img/logo.png	(from http://44.203.154.21:8000/)
00:19:16	14854/14854	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:15%20GMT	http://44.203.154.21:8000/ourimpact/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/ourimpact/index.html	(from http://44.203.154.21:8000/)
00:19:16	46464/46464	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:16%20GMT	http://44.203.154.21:8000/excos_user/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/excos_user/index.html	(from http://44.203.154.21:8000/)
00:19:18	27637/27637	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/main_images/welcome.jpg	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/main_images/welcome.jpg	(from http://44.203.154.21:8000/)
00:19:18	18141/18141	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:17%20GMT	http://44.203.154.21:8000/dala2025/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/dala2025/index.html	(from http://44.203.154.21:8000/)
00:19:18	18010/18010	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:18%20GMT	http://44.203.154.21:8000/dala_yps/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/dala_yps/index.html	(from http://44.203.154.21:8000/)
00:19:20	18034/18034	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:19%20GMT	http://44.203.154.21:8000/nafdac_yada/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/nafdac_yada/index.html	(from http://44.203.154.21:8000/)
00:19:21	12600/12600	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:21%20GMT	http://44.203.154.21:8000/why_nafdac_yada/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/why_nafdac_yada/index.html	(from http://44.203.154.21:8000/)
00:19:22	19729/19729	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:22%20GMT	http://44.203.154.21:8000/news_update/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update/index.html	(from http://44.203.154.21:8000/)
00:19:23	408/408	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:59%20GMT	http://44.203.154.21:8000/static/img/section-img.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/img/section-img.png	(from http://44.203.154.21:8000/)
00:19:24	17152/17152	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:24%20GMT	http://44.203.154.21:8000/contact_us/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/contact_us/index.html	(from http://44.203.154.21:8000/)
00:19:24	27637/27637	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/main_images/empowering.jpg	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/main_images/empowering.jpg	(from http://44.203.154.21:8000/)
00:19:33	107649/107649	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/main_images/pill.jpg	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/main_images/pill.jpg	(from http://44.203.154.21:8000/)
00:19:52	175175/175175	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2016:33:59%20GMT	http://44.203.154.21:8000/static/img/Tekena.jpg	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/static/img/Tekena.jpg	(from http://44.203.154.21:8000/)
00:19:54	19403/19403	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:53%20GMT	http://44.203.154.21:8000/news_update_article/12/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update_article/12/index.html	(from http://44.203.154.21:8000/)
00:19:58	244262/244262	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/main_images/be.jpg	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/main_images/be.jpg	(from http://44.203.154.21:8000/)
00:19:59	19951/19951	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:19:59%20GMT	http://44.203.154.21:8000/news_update_article/11/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update_article/11/index.html	(from http://44.203.154.21:8000/)
00:23:04	1347857/1347857	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/%20psnypg_news_images/march.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/%20psnypg_news_images/march.png	(from http://44.203.154.21:8000/)
00:23:05	18858/18858	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:23:05%20GMT	http://44.203.154.21:8000/news_update_article/10/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update_article/10/index.html	(from http://44.203.154.21:8000/)
00:23:08	1167132/1167132	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/%20psnypg_news_images/pharm1.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/%20psnypg_news_images/pharm1.png	(from http://44.203.154.21:8000/)
00:23:10	19039/19039	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:23:09%20GMT	http://44.203.154.21:8000/news_update_article/9/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update_article/9/index.html	(from http://44.203.154.21:8000/)
00:23:36	1487774/1487774	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/%20psnypg_news_images/mar.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/%20psnypg_news_images/mar.png	(from http://44.203.154.21:8000/)
00:23:37	19388/19388	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:23:37%20GMT	http://44.203.154.21:8000/news_update_article/8/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update_article/8/index.html	(from http://44.203.154.21:8000/)
00:24:17	1611224/1611224	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/%20psnypg_news_images/ppp.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/%20psnypg_news_images/ppp.png	(from http://44.203.154.21:8000/)
00:24:18	20331/20331	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Apr%202025%2007:24:18%20GMT	http://44.203.154.21:8000/news_update_article/7/	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/news_update_article/7/index.html	(from http://44.203.154.21:8000/)
00:25:51	1010717/1010717	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/%20psnypg_news_images/leader.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/%20psnypg_news_images/leader.png	(from http://44.203.154.21:8000/)
00:28:46	2073722/2073722	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/%20psnypg_news_images/jan_fisrt.JPG	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/%20psnypg_news_images/jan_fisrt.JPG	(from http://44.203.154.21:8000/)
00:29:07	2033043/2033043	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_1.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_1.png	(from http://44.203.154.21:8000/)
00:31:02	2499556/2499556	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_2.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_2.png	(from http://44.203.154.21:8000/)
00:31:16	2012998/2012998	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_3.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_3.png	(from http://44.203.154.21:8000/)
00:33:41	1818918/1818918	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_4.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_4.png	(from http://44.203.154.21:8000/)
00:35:13	1456748/1456748	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_7.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_7.png	(from http://44.203.154.21:8000/)
00:35:53	2513724/2513724	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_5.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_5.png	(from http://44.203.154.21:8000/)
00:36:13	1923613/1923613	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_6.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_6.png	(from http://44.203.154.21:8000/)
00:38:00	1604567/1604567	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_8.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_8.png	(from http://44.203.154.21:8000/)
00:40:38	1760231/1760231	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_10.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_10.png	(from http://44.203.154.21:8000/)
00:41:06	1809290/1809290	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_11.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_11.png	(from http://44.203.154.21:8000/)
00:41:07	2194824/2194824	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_9.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_9.png	(from http://44.203.154.21:8000/)
00:41:12	28697/28697	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/WholeShield_logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/WholeShield_logo.png	(from http://44.203.154.21:8000/)
00:41:19	34849/34849	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Purelife_Health_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Purelife_Health_Logo.png	(from http://44.203.154.21:8000/)
00:41:27	49111/49111	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Ontario_Rx_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Ontario_Rx_Logo.png	(from http://44.203.154.21:8000/)
00:41:34	37178/37178	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Evans_baroque_logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Evans_baroque_logo.png	(from http://44.203.154.21:8000/)
00:41:42	47665/47665	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Ehitare_Patrick_Logo_New.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Ehitare_Patrick_Logo_New.png	(from http://44.203.154.21:8000/)
00:41:47	24934/24934	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/DrugStoc_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/DrugStoc_Logo.png	(from http://44.203.154.21:8000/)
00:41:55	47557/47557	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Amarence_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Amarence_Logo.png	(from http://44.203.154.21:8000/)
00:42:01	31252/31252	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/ACPN_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/ACPN_Logo.png	(from http://44.203.154.21:8000/)
00:42:06	23994/23994	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Emzor_Logo_I.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Emzor_Logo_I.png	(from http://44.203.154.21:8000/)
00:42:09	16817/16817	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Fidson_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Fidson_Logo.png	(from http://44.203.154.21:8000/)
00:42:13	21366/21366	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Glo_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Glo_Logo.png	(from http://44.203.154.21:8000/)
00:42:19	28896/28896	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Latnas_Pharm_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Latnas_Pharm_Logo.png	(from http://44.203.154.21:8000/)
00:42:23	20567/20567	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/MedPlus_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/MedPlus_Logo.png	(from http://44.203.154.21:8000/)
00:42:30	37044/37044	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/NAFDAC_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/NAFDAC_Logo.png	(from http://44.203.154.21:8000/)
00:42:36	38256/38256	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/PCN_Logo_I.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/PCN_Logo_I.png	(from http://44.203.154.21:8000/)
00:42:42	28899/28899	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Pfizer_West_Africa_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Pfizer_West_Africa_Logo.png	(from http://44.203.154.21:8000/)
00:42:47	29892/29892	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Pharma_Symbiosis_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Pharma_Symbiosis_Logo.png	(from http://44.203.154.21:8000/)
00:42:51	16545/16545	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/Pharma_West_Africa_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/Pharma_West_Africa_Logo.png	(from http://44.203.154.21:8000/)
00:42:55	19734/19734	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/PharmaNews_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/PharmaNews_Logo.png	(from http://44.203.154.21:8000/)
00:43:02	40051/40051	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/PSDSCMA_Logo_I.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/PSDSCMA_Logo_I.png	(from http://44.203.154.21:8000/)
00:43:07	26594/26594	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/PSDSCMA_Logo_II.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/PSDSCMA_Logo_II.png	(from http://44.203.154.21:8000/)
00:43:13	30088/30088	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/PSN_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/PSN_Logo.png	(from http://44.203.154.21:8000/)
00:43:15	1972748/1972748	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/home_excos_img/PSN-YPG_Assets.zip_-_12.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/home_excos_img/PSN-YPG_Assets.zip_-_12.png	(from http://44.203.154.21:8000/)
00:43:18	29485/29485	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/St_Davids_Pharm_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/St_Davids_Pharm_Logo.png	(from http://44.203.154.21:8000/)
00:43:22	40900/40900	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/The_Diabetes_Care_Network_Logo.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/The_Diabetes_Care_Network_Logo.png	(from http://44.203.154.21:8000/)
00:43:25	44516/44516	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2016:33:58%20GMT	http://44.203.154.21:8000/media/logo_images/UW_Logo_GPWP1gl.png	C:/My%20Web%20Sites/PSN-YPG%20Final%20V1/44.203.154.21_8000/media/logo_images/UW_Logo_GPWP1gl.png	(from http://44.203.154.21:8000/)
